matrix,threads,seed,arm,repetitions,setup_ms,setup_ratio,find_partition_ms,find_partition_ratio,eliminate_ms,eliminate_ratio,sptrsv_setup_ms,sptrsv_setup_ratio,pcg_ms,pcg_ratio,total_ms,total_ratio
com-LiveJournal,36,44,t1024,8,4105.5525,0.991980176597033,551.528,1.0141029459895783,1231.832,0.9996011599226989,436.611,1.0032836836082375,110.90549999999999,1.007284055456911,4214.5895,0.9919303373491792
com-LiveJournal,72,42,base,4,3172.8775,1.0,356.017,1.0,1061.2825,1.0,371.5245,1.0,93.5805,1.0,3265.9080000000004,1.0
com-LiveJournal,72,42,t128,4,3182.1189999999997,1.0029126557832755,346.7065,0.9738481589362306,1068.136,1.0064577527661107,371.2105,0.9991548336650746,98.07,1.047974738326895,3280.1890000000003,1.0043727502428115
com-LiveJournal,72,42,t256,4,3204.7425000000003,1.0100429342135018,343.992,0.9662235230340125,1099.7604999999999,1.0362561334988563,371.4375,0.99976582970975,94.769,1.0127002954675386,3301.8965,1.0110194469654379
com-LiveJournal,72,42,t512,4,3193.599,1.0065308225735157,338.8435,0.9517621349542298,1087.2665,1.0244835847194314,373.3915,1.0050252405965152,93.77799999999999,1.00211048241888,3290.9139999999998,1.0076566761831625
com-LiveJournal,72,42,t1024,4,3201.3585,1.0089763944558212,342.52,0.9620888890137268,1093.5335,1.0303887042328503,373.86199999999997,1.0062916442926375,98.0175,1.0474137240130155,3297.6085000000003,1.0097064889764193
com-LiveJournal,72,43,base,4,3180.1555,1.0,346.65049999999997,1.0,1101.1815000000001,1.0,357.74,1.0,93.399,1.0,3272.6625000000004,1.0
com-LiveJournal,72,43,t128,4,3214.5015000000003,1.0108001008126806,340.2935,0.9816616447978584,1097.8229999999999,0.9969500940580638,354.774,0.9917090624475876,94.4675,1.0114401653122624,3308.183,1.0108537009239418
com-LiveJournal,72,43,t256,4,3195.5365,1.0048365559482864,336.8075,0.9716054065982885,1104.06,1.002614010496907,355.48,0.9936825627550735,94.553,1.0123555926722985,3291.0025,1.0056039998013848
com-LiveJournal,72,43,t512,4,3167.0474999999997,0.9958781889753504,345.683,0.9972090044583811,1066.6535,0.9686445876542602,358.18600000000004,1.001246715491698,94.55799999999999,1.012409126436043,3261.6059999999998,0.9966215581350045
com-LiveJournal,72,43,t1024,4,3208.8675,1.0090284893301602,340.586,0.9825054341476502,1117.9565,1.0152336376882465,355.6465,0.9941479845697992,93.982,1.006242036852643,3302.9139999999998,1.0092436968370553
com-LiveJournal,72,44,base,4,3214.7705,1.0,342.0425,1.0,1067.491,1.0,358.751,1.0,94.0455,1.0,3309.129,1.0
com-LiveJournal,72,44,t128,4,3163.941,0.984188762463759,336.6135,0.9841277034286674,1064.415,0.9971184768770884,359.65700000000004,1.0025254285005478,94.354,1.003280327075724,3266.0834999999997,0.9869918942416569
com-LiveJournal,72,44,t256,4,3163.3695,0.9840109892759062,343.13649999999996,1.0031984329432744,1060.1585,0.9931310896297955,355.481,0.9908850428291489,96.0095,1.0208835085144956,3263.5485,0.9862258316312238
com-LiveJournal,72,44,t512,4,3181.5135,0.9896549380430112,342.231,1.0005511011058568,1088.621,1.0197940778891814,358.95399999999995,1.0005658520812484,94.6325,1.0062416596222041,3276.1465,0.990032875720469
com-LiveJournal,72,44,t1024,4,3216.679,1.0005936660175276,342.39549999999997,1.0010320354926652,1125.7825,1.0546060809880364,358.75649999999996,1.0000153309677184,93.27199999999999,0.9917752577209966,3309.8734999999997,1.0002249836739516
com-Orkut,36,42,base,8,14431.470000000001,1.0,2238.198,1.0,4648.9735,1.0,1551.156,1.0,474.9545,1.0,14915.162499999999,1.0
com-Orkut,36,42,t128,8,14253.148000000001,0.9876435318093029,2243.7015,1.00245889773827,4444.816,0.9560854670391216,1568.4305,1.0111365330115087,499.7965,1.052303957536985,14744.8325,0.9885800774882608
com-Orkut,36,42,t256,8,14194.2555,0.9835626931975744,2236.1925,0.9991039666731899,4350.786,0.93585949672546,1574.1105,1.0147983181575548,498.1175,1.0487688820718617,14698.9285,0.9855024040133656
com-Orkut,36,42,t512,8,14112.945500000002,0.9779284785264426,2220.599,0.992136978051093,4330.915999999999,0.9315854349352602,1598.2365,1.0303518795014814,492.9045,1.0377930938647808,14616.523000000001,0.9799774558272498
com-Orkut,36,42,t1024,8,14122.593,0.9785969828437435,2238.2595,1.0000274774617797,4355.798,0.9369375841785288,1599.521,1.0311799715824843,488.5295,1.0285816851930027,14606.484,0.9793043823692837
com-Orkut,36,43,base,8,14295.063999999998,1.0,2261.2215,1.0,4577.852,1.0,1605.7620000000002,1.0,483.1035,1.0,14780.618999999999,1.0
com-Orkut,36,43,t128,8,14149.639500000001,0.9898269430623048,2209.3590000000004,0.9770643875445197,4372.424999999999,0.9551258974733127,1628.5955,1.0142197287020116,492.753,1.0199739807308372,14631.2305,0.9898929469733305
com-Orkut,36,43,t256,8,14179.055,0.9918846813137739,2220.1189999999997,0.981822877590718,4353.9655,0.9510935478036425,1605.598,0.9998978678035723,488.3975,1.0109583143156693,14689.272,0.9938198122825574
com-Orkut,36,43,t512,8,14065.5365,0.9839435836034034,2208.587,0.9767229791508704,4297.0740000000005,0.9386659944445562,1622.3245,1.0103144177032461,495.499,1.0256580629202645,14561.7755,0.9851938880232283
com-Orkut,36,43,t1024,8,14118.542000000001,0.9876515418189106,2228.1535000000003,0.9853760456461255,4371.116,0.9548399555075175,1612.254,1.0040429403610247,488.722,1.011630013030334,14605.694,0.9881652453121212
com-Orkut,36,44,base,8,14281.469000000001,1.0,2238.0829999999996,1.0,4565.9035,1.0,1610.87,1.0,487.37850000000003,1.0,14759.388500000001,1.0
com-Orkut,36,44,t128,8,14014.786,0.9813266408378577,2230.8755,0.9967796100502083,4377.4355,0.9587227369128584,1599.024,0.9926462098120891,482.842,0.9906920391441147,14497.5205,0.9822575305203193
com-Orkut,36,44,t256,8,14051.126,0.9838711970036135,2214.103,0.98928547332695,4395.271000000001,0.9626289736522028,1610.481,0.9997585155847462,482.75350000000003,0.9905104554263268,14529.566,0.9844287248079417
com-Orkut,36,44,t512,8,14025.5575,0.9820808699721296,2231.7775,0.9971826335305708,4316.3655,0.9453475089869945,1634.4095,1.0146129110356517,482.708,0.990417098825656,14509.129,0.9830440468451657
com-Orkut,36,44,t1024,8,14148.792000000001,0.9907098492459004,2244.0145,1.002650259172694,4348.545,0.9523952926293777,1613.823,1.0018331708952306,480.67949999999996,0.9862550358704784,14629.703000000001,0.991213355485561
com-Orkut,72,42,base,4,11681.361,1.0,1430.3245,1.0,4010.3720000000003,1.0,1258.187,1.0,419.394,1.0,12102.608,1.0
